ID,NAME,KEY_NAME,DEPARTMENT,BRANCH,SPELL,SPELL_DEP,POP_NAME,POP_SPELL,CATEGORY,RANK,RANK_CATE,RANK_CITY,RANK_SEARCH,X_COORD,Y_COORD,AD_CODE,ADDRESS,ADDR_PROV,PROV_CODE,ADDR_CITY,CITY_CODE,ADDR_COUNTY,COUNTY_CODE,ADDR_TOWN,TOWN_ID,ADDR_VILLAGE,VILLAGE_ID,ADDR_BUILDING,ADDR_REGION,REGION_ID,ADDR_STREETNO,ADDR_ROAD,ROAD_ID,L_R,LINK_ID,POST_CODE,TELEPHONE,PHONE_INFO,TOLLFREE_NUMBER,EMAIL,EMAIL_INFO,FAX,WEBSITE,WEBSITE_INFO,PAYMENT_METHOD,OPERATION_HOUR,TRADE_MARK,IMAGE_ID,ESTABLISH_TIME,LAST_UPDATE,CONTACT,LANGUAGE,SPECIALITY,AFFILIATION,TAGLINE,DESC,CLASS
B00155QPD4,同日房产(银春路),同日房产,,银春路,TongRi FangChan (YinChun Lu),,,,071600,0,0.00-0.28,100000000,0,121.394545,31.026899,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,234394,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00155QX9L,永健足道,,,,YongJian ZuDao,,,,071400,0,0.00-0.28,100000000,0,121.470236,31.042443,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236057,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B001558EFZ,中心浴池,,,,ZhongXin YuChi,,,,071400,0,0.00-0.28,100000000,0,121.402924,31.027501,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,234483,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155AOPO,满香园餐厅,,,,ManXiangYuan CanTing,,,,050100,1856,0.00-0.70,100000000,448,121.413118,31.044466,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,237628,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B001556SDE,德尔惠专卖(永德路步行街),德尔惠专卖,,永德路步行街,DeErHui ZhuanMai (YongDe Lu BuXingJie),,,,060900,3489,0.14-0.49,100000000,59700,121.466322,31.043135,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235376,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B001558GO7,星火烟杂店,,,,XingHuo YanZaDian,,,,060200,1548,0.00-0.56,100000000,162,121.468329,31.038787,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,239222,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155EWNZ,手机维修配件中心,,,,ShouJi WeiXiu PeiJian ZhongXin,,,,071200,1189,0.00-0.28,100000000,2880,121.464399,31.042784,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235357,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00156DXPW,万顺苑(北门),万顺苑,,北门,WanShunYuan (BeiMen),,,,120302,3000,0.30-0.62,100000000,0,121.421965,31.045083,310112,放鹤路2323弄,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,2323,放鹤路,1990,,238547,,,,,,,,,,,,,,2012-02-20,2012-09-08,,中文,,,,,5
B00156DFRJ,克丽缇娜(金平路),克丽缇娜,,金平路,KeLi TiNa (JinPing Lu),,,,071100,2253,0.00-0.28,100000000,3600000,121.408713,31.017308,310112,金平路568号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,568,金平路,4618,,235244,,021-33886805,,,,,,,,,,,0l422012062500001384,2012-02-20,2012-09-15,,中文,,,,,5
B00156F2PX,吴家湾农家菜(安宁路店),吴家湾农家菜,,安宁路店,WuJiaWan NongJiaCai (AnNing Lu Dian),,,,050100,0,0.00-0.70,100000000,0,121.413720,31.021533,310112,安宁路913-915,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,913-915,安宁路,287,,238421,,021-61269397,,,,,,,,,,,0l422012062400000487,2012-02-20,2012-09-07,,中文,,,,,3
B00155D8O6,上海龙鑫彩钢结构,,,,ShangHai LongXin CaiGang JieGou,,,,060603,2100,0.21-0.70,100000000,0,121.413848,31.035055,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238789,,021-64906813,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155D3EC,好再来牛肉拉面(新苗路),好再来牛肉拉面,,新苗路,HaoZaiLai NiuRou LaMian (XinMiao Lu),,,,050100,0,0.00-0.70,100000000,0,121.410333,31.040771,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236669,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B0015571WZ,和萍美发厅,,,,HePing MeiFaTing,,,,071100,819,0.00-0.28,100000000,241,121.466070,31.043594,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235376,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155EC0K,国丹副食品,,,,GuoDan FuShiPin,,,,060200,0,0.00-0.56,100000000,0,121.463462,31.044579,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,237828,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155KWCA,公用电话,,,,GongYongDianHua,,,,200200,591,0.00-0.07,100000000,5820000,121.403658,31.025808,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,234475,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00156DFYY,瓶山苑,,,,PingShanYuan,,,,120302,3445,0.30-0.62,100000000,12,121.398826,31.038054,310112,北松公路609号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,609,北松公路,590,,238646,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,5
B0015596LJ,上海春田日用品有限公司上海支店,,,,ShangHai ChunTian RiYongPin YouXianGongSi ShangHai ZhiDian,,,,170200,193,0.00-0.32,100000000,2,121.408982,31.036254,310112,新春路188号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,188,新春路,9407,,235025,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B001553LXT,士商集团,,,,ShiShang JiTuan,,,,170200,1474,0.00-0.32,100000000,4270,121.432983,31.033732,310112,都会路118,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,118,都会路,1861,,237659,201109,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,3
B00156F3SU,都可茶饮(东川路),都可茶饮,,东川路,DuKe ChaYin (DongChuan Lu),,,,050700,3497,0.00-0.49,100000000,513000,121.430655,31.016921,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,234679,,,,,,,,,,,,,0l422012062800000447,2012-02-20,2012-09-07,,中文,,,,,3
B00154QYH7,上海闵行区永德副食品商场,,,,ShangHai MinHangQu YongDe FuShiPin ShangChang,,,,060703,0,0.00-0.56,100000000,0,121.464207,31.043400,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236506,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,3
B00156DXGW,华东师范大学附属紫竹小学(东南门),华东师范大学附属紫竹小学,,东南门,HuaDongShiFanDaXue FuShu ZiZhu XiaoXue (DongNanMen),,,,141203,4200,0.42-0.70,100000000,0,121.465377,31.030930,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,239233,,,,,,,,,,,,,,2012-02-20,2012-09-08,,中文,,,,,5
B0015580F6,伍玲酒楼,,,,WuLing JiuLou,,,,050101,3606,0.00-0.70,100000000,2720,121.472032,31.043201,310112,吴泾,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236480,,021-64871584;021-54871584,,,,,021-54871584,,,,,,,2012-02-20,2012-09-15,,中文,,,,,1
B00156DY5C,上海大漠电子科技有限公司,,,,ShangHai DaMo DianZi KeJi YouXianGongSi,,,,170204,1577,0.00-0.32,100000000,7620,121.432453,31.034923,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,237659,,,,,,,,,,,,,,2012-02-20,2012-09-08,,中文,,,,,3
B00156ELRV,福建沙县小吃(金塔二村北),福建沙县小吃,,金塔二村北,FuJian ShaXian XiaoChi (JinTa ErCun Bei),,,,050100,5275,0.00-0.70,100000000,1070000,121.408341,31.042796,310112,北松公路99号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,99,北松公路,590,,236257,,,,,,,,,,,,,,2012-02-20,2012-09-08,,中文,,,,,1
B00155CI1R,上海闵富机械厂,,,,ShangHai MinFu JiXieChang,,,,170300,3250,0.32-0.65,100000000,0,121.410225,31.032396,310112,沪闵路1928-8号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,1928-8,沪闵路,3613,,234435,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B0015020A6,上海铝加工厂塘湾铝簿联营厂,,,,ShangHai Lv JiaGongChang TangWan LvBu LianYing Chang,,,,070000,909,0.00-0.55,100000000,20,121.448870,31.035342,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238113,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,
B00155QSQQ,水星家纺(永德路),水星家纺,,永德路,ShuiXing JiaFang (YongDe Lu),,,,060605,6163,0.21-0.70,100000000,4310000,121.462758,31.042845,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236517,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,5
B00155DSRO,加油站,,,,JiaYouZhan,,,,010101,4000,0.10-0.40,100000000,100000000,121.397617,31.038074,310112,北桥镇,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,234480,,,,,,,,,,,24H,,,2012-02-20,2012-09-11,,中文,,,,,5
B001557KYW,南北餐厅,,,,NanBei CanTing,,,,050100,0,0.00-0.70,100000000,0,121.464862,31.043293,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235376,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B001557BS4,景东小学,,,,JingDong XiaoXue,,,,141203,4200,0.42-0.70,100000000,0,121.459819,31.043585,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236512,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155D9VG,念念美发店,,,,NianNian MeiFaDian,,,,071100,0,0.00-0.28,100000000,0,121.413778,31.035162,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238789,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B001507104,东海职业技术学校,,,,DongHai ZhiYe JiShu XueXiao,,,,141206,5674,0.42-0.70,100000000,16300,121.452971,31.042401,310112,虹梅南路6001号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,6001,虹梅南路,3313,,238814,,021-64505555,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,
B00156ENO1,东丽先端材料研究开发(中国)有限公司,,,,DongLi XianDuan CaiLiao YanJiu KaiFa (ZhongGuo) YouXianGongSi,,,,170200,0,0.00-0.32,100000000,0,121.459516,31.017670,310112,紫日路500号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,500,紫日路,11620,,233852,,,,,,,,,,,,,,2012-02-20,2012-09-08,,中文,,,,,3
B00156EPEL,上海东海学院,,,,ShangHai DongHai XueYuan,,,,141201,4200,0.42-0.70,100000000,0,121.457627,31.029303,310112,虹梅南路6001,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,6001,虹梅南路,3313,,234909,,,,,,,,,,,,,,2012-02-20,2012-09-08,,中文,,,,,
B001558CP6,中国电信,,,,ZhongGuo DianXin,,,,070601,5441,0.28-0.55,100000000,67800000,121.464361,31.041236,310112,吴泾,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235357,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155Q4XG,京滨电子装置研究开发(上海)有限公司,,,,JingBin DianZi ZhuangZhi YanJiu KaiFa (ShangHai) YouXianGongSi,,,,170204,0,0.00-0.32,100000000,0,121.463165,31.019478,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,233864,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,3
B00155QSXM,新华餐厅,,,,XinHua CanTing,,,,050100,3482,0.00-0.70,100000000,94400,121.468227,31.039710,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236663,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00154G8HA,上海港峰汽车修理厂,,,,ShangHaiGang Feng QiChe XiuLiChang,,,,030100,0,0.00-0.50,100000000,0,121.419653,31.021316,310112,沪闵路1345,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,1345,沪闵路,3613,,239019,,,,,,,,,,,,,0l422012062700000056,2012-02-20,2012-09-15,,中文,,,,,5
B0015583W8,新亚面包,,,,XinYa MianBao,,,,050800,0,0.00-0.49,100000000,0,121.465077,31.042887,310112,同德路11号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236505,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155QO9K,复地·北桥城西区(西北门),复地·北桥城西区,,西北门,FuDi BeiQiao ChengXiQu (XiBeiMen),,,,120302,3000,0.30-0.62,100000000,0,121.417801,31.036507,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238741,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,5
B0015574H8,华联超市,,,,HuaLian ChaoShi,,,,060405,6087,0.07-0.70,100000000,6930000,121.471493,31.034361,310112,吴泾镇龙吴路5530弄,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,5530,吴泾镇龙吴路,,,238800,,021-64524031,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155DHPM,上海燕申纸品包装有限公司,,,,ShangHai YanShen ZhiPin BaoZhuang YouXianGongSi,,,,170200,438,0.00-0.32,100000000,11,121.442196,31.035744,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235020,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B0015584XA,兄弟摩配电动车行(北松公路),兄弟摩配电动车行,,北松公路,XiongDi MoPei DianDong CheHang (BeiSong GongLu),,,,061208,967,0.00-0.35,100000000,162,121.406233,31.042245,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238093,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155D653,上海杰贝赛玛珈科技发展有限公司,,,,ShangHai JieBei SaiMaJia KeJi FaZhan YouXianGongSi,,,,170200,193,0.00-0.32,100000000,2,121.413444,31.033328,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,234435,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B0015020B2,上海浦江玩具联营厂,,,,ShangHai PuJiang WanJu LianYingChang,,,,170300,4218,0.32-0.65,100000000,241,121.474644,31.025301,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,239693,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155BRDD,小许车行(万顺水原墅北),小许车行,,万顺水原墅北,XiaoXu CheHang (Wan ShunShui YuanShuBei),,,,061208,0,0.00-0.35,100000000,0,121.415070,31.045129,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236857,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155QVJN,麦香人家,,,,MaiXiang RenJia,,,,050700,2823,0.00-0.49,100000000,40700,121.463998,31.042674,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235357,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,3
B00155BJYB,上海万开劳务服务有限公司,,,,ShangHai WanKai LaoWu FuWu YouXianGongSi,,,,070800,2750,0.28-0.55,100000000,0,121.401219,31.030108,310112,中春路南大路路口,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,南大路,6225,,234367,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155F2OS,吴泾文化广场,,,,WuJing WenHua GuangChang,,,,110100,5226,0.35-0.70,100000000,8820,121.468117,31.043498,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,237980,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155QU1U,烨烨母婴,,,,YeYe MuYing,,,,061207,0,0.00-0.35,100000000,0,121.463703,31.043865,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236506,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00156D3ZZ,中国体育彩票,,,,ZhongGuo TiYu CaiPiao,,,,071800,1780,0.00-0.22,100000000,2980000,121.474143,31.043589,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238850,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00156ED5C,华东师范大学教师之家宾馆,,,,HuaDongShiFanDaXue JiaoShi ZhiJia BinGuan,,,,100100,4000,0.40-0.70,100000000,0,121.459090,31.032794,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,239688,,,,,,,,,,,,,,2012-02-20,2012-09-08,,中文,,,,,5
B001558H2X,上海孚仑服饰有限公司,,,,ShangHai FuLun FuShi YouXianGongSi,,,,170200,0,0.00-0.32,100000000,0,121.409913,31.029106,310112,灯辉路1118号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,1118,灯辉路,1533,,234472,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155F2OE,吴泾长江综合经营部,,,,WuJing ChangJiang ZongHe JingYingBu,,,,060200,0,0.00-0.56,100000000,0,121.463477,31.044514,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,237828,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155Q4WK,上海国睿生命科技有限公司,,,,ShangHai GuoRui ShengMing KeJi YouXianGongSi,,,,170200,0,0.00-0.32,100000000,0,121.456510,31.016340,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,239190,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155QV2I,海尔(博菱剑川店),海尔,,博菱剑川店,HaiEr (BoLing JianChuan Dian),,,,060300,7000,0.07-0.70,100000000,100000000,121.474993,31.043778,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236557,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00155L1Q5,金塔新村(三村),金塔新村,,三村,JinTa XinCun (SanCun),,,,120302,3000,0.30-0.62,100000000,0,121.407020,31.039807,310112,沪闵路2242弄138-167,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,2242,沪闵路,3613,,238230,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155D7RD,兰州正宗牛肉拉面(新苗路),兰州正宗牛肉拉面,,新苗路,LanZhou ZhengZong NiuRou LaMian (XinMiao Lu),,,,050121,5409,0.00-0.70,100000000,1520000,121.410132,31.040699,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236669,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B0015519RK,富亿德塑胶有限公司,,,,FuYiDe SuJiao YouXianGongSi,,,,170200,0,0.00-0.32,100000000,0,121.426801,31.029115,310112,剑川路896,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,896,剑川路,4258,,237783,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,3
B00156DFQO,平生汽车快修部,,,,PingSheng QiChe KuaiXiuBu,,,,030000,0,0.00-0.50,100000000,0,121.403568,31.021557,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,239003,,021-54756320,,,,,,,,,,,0l5b2011101000000813,2012-02-20,2012-09-09,,中文,,,,,5
B00155CXMC,苍城鞋业(新苗路),苍城鞋业,,新苗路,CangCheng XieYe (XinMiao Lu),,,,061100,0,0.00-0.35,100000000,0,121.409952,31.040617,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236669,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B001558DV8,中国移动,,,,ZhongGuo YiDong,,,,060305,7000,0.07-0.70,100000000,100000000,121.407525,31.042911,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238093,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155QURP,菲飞大碗面,,,,FeiFei DaWanMian,,,,050100,0,0.00-0.70,100000000,0,121.465097,31.041373,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236503,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00155E6FQ,东方网点(龙吴路),东方网点,,龙吴路,DongFang WangDian (LongWu Lu),,,,080308,4569,0.16-0.58,100000000,453000,121.467671,31.043329,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235704,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155F45K,上海晓宜工贸有限公司,,,,ShangHai XiaoYi GongMao YouXianGongSi,,,,170207,0,0.00-0.32,100000000,0,121.409923,31.029114,310112,灯辉路1118号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,1118,灯辉路,1533,,234472,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155QVAH,玮芳文具,,,,WeiFang WenJu,,,,060800,0,0.00-0.35,100000000,0,121.462614,31.042818,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236517,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00155QOBM,福建沙县小吃(金灯路),福建沙县小吃,,金灯路,FuJian ShaXian XiaoChi (JinDeng Lu),,,,050100,5275,0.00-0.70,100000000,1070000,121.420336,31.029331,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,234626,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00156DY8I,地勇门窗制作部,,,,DiYong MenChuang ZhiZuoBu,,,,070000,0,0.00-0.55,100000000,0,121.473967,31.043180,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238850,,,,,,,,,,,,,,2012-02-20,2012-09-20,,中文,,,,,1
B0015585JP,寻常人家,,,,XunChang RenJia,,,,050102,0,0.00-0.70,100000000,0,121.431162,31.016686,310112,永平路239-241,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,239-241,永平路,10595,,234695,,021-54707757,,,,,,,,,,,0l422012062800000428,2012-02-20,2012-09-11,,中文,,,,,3
B00155DDC4,天禾理发店,,,,TianHe LiFaDian,,,,071100,404,0.00-0.28,100000000,14,121.410923,31.041033,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236292,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B0015409AE,上海申剑饲料厂,,,,ShangHai ShenJian SiLiaoChang,,,,170300,4236,0.32-0.65,100000000,267,121.444884,31.034194,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238112,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,
B00154ZLFG,上海恒利电动工具厂,,,,ShangHai HengLi DianDong GongJuChang,,,,170300,3250,0.32-0.65,100000000,0,121.407349,31.042261,310112,北松路121号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,121,北松路,595,,236253,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155BK0C,万霖&存霖钢铁,,,,WanLin & CunLin GangTie,,,,060603,2100,0.21-0.70,100000000,0,121.405941,31.042089,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238093,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155QOJ6,洁丰干洗(金阳路),洁丰干洗,,金阳路,JieFeng GanXi (JinYang Lu),,,,071500,1866,0.00-0.28,100000000,269000,121.417058,31.036544,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,238743,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,1
B00155QR32,百味小厨(永德路),百味小厨,,永德路,BaiWei XiaoChu (YongDe Lu),,,,050100,0,0.00-0.70,100000000,0,121.460889,31.042097,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236518,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,3
B00155ETXR,荣珍包子店,,,,RongZhen BaoZiDian,,,,050000,0,0.00-0.70,100000000,0,121.464411,31.042705,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235357,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155QR31,阿康烧烤(广南店),阿康烧烤,,广南店,AKang ShaoKao (GuangNan Dian),,,,050118,0,0.00-0.70,100000000,0,121.458570,31.035775,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,239466,,021-64520258,,,,,,www.akangshaokao.com,,,,,,2012-02-20,2012-09-17,,中文,,,,,1
B00155QOE8,翰峰摄影,,,,Han Feng SheYing,,,,071300,0,0.00-0.28,100000000,0,121.431766,31.016346,310112,永平路228号,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,228,永平路,10595,,234695,,,,,,,,,,,,,0l422012062800000118,2012-02-20,2012-09-09,,中文,,,,,1
B00155F7O2,阳光通讯(宝秀路),阳光通讯,,宝秀路,YangGuang TongXun (BaoXiu Lu),,,,060305,4883,0.07-0.70,100000000,205000,121.464770,31.041302,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235357,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155QTO8,永南小区(东南门),永南小区,,东南门,YongNan XiaoQu (DongNanMen),,,,120302,3000,0.30-0.62,100000000,0,121.465533,31.041518,310112,剑川路140弄150弄,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,140,剑川路,4258,,236505,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,5
B00154TTYD,上海澳灵顿电子有限公司,,,,ShangHai AoLingDun DianZi YouXianGongSi,,,,170204,0,0.00-0.32,100000000,0,121.422880,31.027867,310112,剑川路920,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,920,剑川路,4258,,239105,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
B00155E7N5,枫桦珠宝行,,,,FengHua ZhuBaoXing,,,,061202,131,0.00-0.35,100000000,1,121.467707,31.043152,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,235704,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,1
B00155QVIC,紫燕百味鸡(永德路),紫燕百味鸡,,永德路,ZiYan BaiWeiJi (YongDe Lu),,,,050000,5039,0.00-0.70,100000000,574000,121.463639,31.043018,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,236517,,,,,,,,,,,,,,2012-02-20,2012-09-09,,中文,,,,,5
B00155DJBC,浙江世安建设有限公司,,,,ZheJiang ShiAn JianShe YouXianGongSi,,,,170202,0,0.00-0.32,100000000,0,121.393169,31.035049,310112,,上海市,310000,上海市,310000,闵行区,310112,,,,,,,,,,,,234581,,,,,,,,,,,,,,2012-02-20,2012-09-11,,中文,,,,,5
